  -0.070    0.000    1.000   -1.089    0.569    1.226    0.187
   0.091    0.000    1.000    0.550    0.304    0.104    0.050
  -0.455    1.000    1.000   -2.122   -0.726    0.075    0.279
  -0.223    0.000    1.000   -0.348   -0.448   -0.131   -0.166
  -0.302    0.000    1.000    0.601   -1.132    0.363   -0.512
   0.042    0.000    1.000    0.586    0.466    0.715    0.126
   0.252    1.000    1.000    0.441    0.083    0.114    0.889
   0.848    0.000    1.000    1.784    1.588    0.754    0.106
   0.014    0.000    1.000   -0.002    0.632    0.428   -1.165
  -0.464    0.000    1.000   -1.451   -0.473   -2.218   -0.556
   0.316    0.000    1.000   -0.331    1.503    2.355   -0.371
  -0.561    0.000    1.000   -1.587   -0.124   -0.931   -1.514
  -0.253    0.000    1.000   -0.070   -0.096   -1.362    0.918
  -0.027    0.000    1.000   -1.763    1.158    0.265   -1.508
   0.173    0.000    1.000    1.090   -0.071    1.044    0.245
  -0.033    0.000    1.000    0.343   -0.107    0.147   -0.635
  -0.160    1.000    1.000   -1.473    0.006    0.776   -0.112
  -0.075    0.000    1.000    1.308   -0.985    0.672   -0.797
   0.444    1.000    1.000    0.248    0.817    0.214   -0.269
   0.456    1.000    1.000   -0.234    1.331   -0.153   -0.033
   0.655    0.000    1.000    1.255    0.974   -0.583    1.745
   0.853    1.000    1.000   -0.167    1.930   -0.171   -0.816
  -0.464    1.000    1.000   -0.759   -1.200   -0.303   -0.675
  -0.352    1.000    1.000    0.160   -0.792   -1.401    0.979
  -0.546    0.000    1.000    0.160   -1.660    0.426    0.248
   0.811    0.000    1.000    1.333    2.560    1.184    0.555
   0.649    1.000    1.000    0.233    1.607   -0.139    0.634
  -0.175    1.000    1.000    0.275   -0.631   -0.933   -1.535
  -0.256    0.000    1.000    0.913   -1.274    0.219   -0.347
   0.010    1.000    1.000   -0.788    0.265    0.196    1.059
   0.470    1.000    1.000    1.175    0.301    0.669    0.019
  -0.069    1.000    1.000   -1.084    0.414   -1.167   -0.183
   0.697    1.000    1.000    0.280    1.596    1.235   -1.726
   0.016    1.000    1.000   -1.148    0.534    0.858   -0.371
   0.314    1.000    1.000   -0.473    1.046   -0.837    0.551
  -0.057    0.000    1.000   -0.380    0.032    1.544    1.073
   0.101    1.000    1.000    0.582   -0.234    1.521   -0.539
  -0.370    1.000    1.000   -1.160   -0.760    0.572    0.185
   0.697    1.000    1.000   -0.149    1.987   -0.216    0.649
  -0.657    1.000    1.000   -0.296   -2.052   -0.911    0.039
  -0.431    1.000    1.000   -1.577   -0.907    0.029   -1.203
  -0.389    1.000    1.000   -2.105    0.096    0.446   -1.109
   0.225    1.000    1.000    1.525   -0.920    0.578    0.012
   0.365    0.000    1.000    1.804   -0.025    0.518   -1.621
  -0.319    1.000    1.000   -0.717   -0.973   -1.642    0.985
   0.600    1.000    1.000    1.088    0.888    0.678   -0.064
  -0.010    1.000    1.000    0.215   -0.402   -0.034    0.986
   0.178    1.000    1.000   -0.156    0.372    0.389   -0.665
  -0.527    0.000    1.000   -2.187    0.047    0.867   -2.140
  -0.033    0.000    1.000    0.747   -0.680    0.529   -2.853
   0.223    0.000    1.000   -0.009    0.578    0.137    1.644
   0.845    1.000    1.000    1.642    1.649   -0.054   -0.607
  -0.312    1.000    1.000   -0.234   -1.482    0.248    1.248
   0.093    1.000    1.000   -0.416    0.038    1.136    1.068
   0.464    1.000    1.000   -1.604    1.629   -0.438    2.115
   0.425    1.000    1.000    0.352    0.891   -0.604   -0.243
  -0.068    1.000    1.000    0.117   -0.308   -0.206   -1.556
   0.345    1.000    1.000    0.287    0.361    0.426   -0.309
  -0.128    1.000    1.000    0.201   -0.853    1.165   -0.585
  -0.106    1.000    1.000   -0.128   -0.027    0.273    1.133
  -0.003    0.000    1.000   -1.531    1.074   -0.447    0.665
   0.226    1.000    1.000   -0.823    0.806    1.366    0.020
  -0.268    1.000    1.000    0.038   -0.948   -0.103   -0.381
  -0.094    0.000    1.000    0.381   -0.251   -0.192    0.234
   0.479    1.000    1.000    1.622   -0.497    0.086   -0.781
   0.117    1.000    1.000    1.943   -1.117    0.417    0.056
  -0.055    1.000    1.000   -0.598   -0.158   -0.623    1.151
  -0.015    1.000    1.000    0.301   -0.820   -1.012   -0.048
   0.295    1.000    1.000    0.301    0.155   -1.323   -1.209
   0.286    0.000    1.000    0.409    0.772   -0.838   -1.752
   0.539    1.000    1.000   -0.383    1.848    0.165    0.479
   0.131    0.000    1.000    0.747    0.273    1.584    0.986
   0.944    0.000    1.000   -0.231    3.572   -0.901   -1.203
  -0.749    0.000    1.000   -0.038   -2.425   -1.003    0.638
  -0.052    1.000    1.000   -0.552   -0.061    0.862   -1.111
  -0.122    0.000    1.000   -0.139   -0.284   -1.445   -0.561
  -0.120    0.000    1.000   -0.053   -0.154   -0.923   -1.205
   0.492    0.000    1.000    1.309    0.881    1.956   -0.776
   0.189    0.000    1.000   -0.732    1.257   -0.711    0.870
   0.473    1.000    1.000   -0.553    1.524   -0.174    1.015
  -0.021    0.000    1.000   -1.842    1.102   -0.579   -1.441
  -0.148    1.000    1.000    0.977   -0.754   -0.019   -0.955
  -0.091    1.000    1.000    1.232   -1.407    1.187    0.142
  -1.342    0.000    1.000   -1.926   -2.794   -0.015    0.885
  -0.603    0.000    1.000   -2.169   -0.036    0.557   -0.203
   0.398    0.000    1.000   -1.094    2.332   -0.331    0.457
  -0.590    0.000    1.000    0.053   -1.621    1.483    0.476
  -0.554    0.000    1.000    0.048   -1.605    0.809    0.560
   0.246    1.000    1.000    1.191   -0.348   -1.219    0.071
  -0.833    0.000    1.000   -2.042   -1.399    0.611   -0.842
  -0.631    0.000    1.000   -0.662   -0.930   -0.695    0.395
  -0.202    1.000    1.000   -0.057   -1.158   -0.606    0.508
   0.038    0.000    1.000   -1.360    0.774   -0.288    0.404
   0.558    1.000    1.000    1.320   -0.010   -0.002    0.787
  -0.045    1.000    1.000    0.911   -1.374   -1.220   -1.762
  -0.152    0.000    1.000   -0.000   -0.121   -0.846   -0.271
  -0.174    0.000    1.000   -0.921    0.168   -0.844    1.821
   0.445    1.000    1.000    1.266    0.495   -0.894   -0.375
   0.491    0.000    1.000   -0.220    1.862    0.523   -0.833
  -0.105    1.000    1.000    0.380   -1.416    0.522   -0.923
   0.243    1.000    1.000    1.052   -0.148    0.009    1.355
  -0.317    1.000    1.000   -0.188   -1.202    0.567    1.004
  -0.172    1.000    1.000    0.763   -1.808    0.965    0.537
   0.008    1.000    1.000    0.114    0.104   -0.830   -0.644
   0.344    1.000    1.000   -1.182    1.089    0.406    1.699
   0.236    1.000    1.000    1.009   -0.482   -1.957   -1.142
  -0.476    0.000    1.000   -0.421   -1.166    1.672   -0.502
   0.471    1.000    1.000   -0.017    1.449   -1.079    0.331
  -0.226    0.000    1.000   -0.229   -0.450   -1.377   -2.099
  -0.283    0.000    1.000    0.190   -0.882   -0.443    0.697
  -0.033    1.000    1.000   -0.397   -0.423    1.615   -1.516
  -0.242    0.000    1.000    0.231   -0.692   -0.093   -2.115
   0.573    1.000    1.000    2.767   -0.054    1.266    1.710
  -0.014    1.000    1.000   -1.668    0.050   -0.632    1.359
  -0.108    0.000    1.000   -0.376    0.152    0.057   -0.133
   0.076    0.000    1.000    0.157    0.305   -1.170    0.043
  -0.593    1.000    1.000   -0.392   -1.831   -0.506    0.537
  -0.234    0.000    1.000    0.331   -0.180    0.073   -0.364
   0.343    1.000    1.000    1.131   -0.094   -0.916   -0.204
  -0.029    0.000    1.000    1.519   -0.346   -0.401   -1.235
   0.272    1.000    1.000   -0.825    1.429   -0.577    0.395
   0.371    1.000    1.000   -0.502    0.974   -0.559   -0.880
  -0.546    0.000    1.000   -0.476   -0.972   -0.103    1.219
  -0.224    1.000    1.000   -1.794   -0.265    0.370   -1.081
   0.314    0.000    1.000    1.858    0.059    0.576   -1.004
   0.285    1.000    1.000    1.419    0.162    0.412   -0.504
   0.079    0.000    1.000    0.682    0.297    0.352   -0.590
  -0.298    0.000    1.000    0.239   -1.106    0.622    0.955
   0.144    1.000    1.000    1.024   -0.210    1.049    0.852
   0.898    1.000    1.000    0.420    1.816   -0.245   -1.864
  -0.068    1.000    1.000   -0.292   -0.117    1.292    1.072
  -0.666    1.000    1.000   -2.273   -0.643   -1.081   -1.420
  -0.399    0.000    1.000   -0.008   -0.799   -1.579    2.337
  -0.087    1.000    1.000   -0.356   -0.802   -0.818    2.341
   0.266    1.000    1.000   -0.539    0.895   -0.028   -1.445
   0.540    1.000    1.000    0.934    0.427   -0.349   -1.830
  -0.028    0.000    1.000    0.960   -0.314   -0.441   -1.605
   0.180    0.000    1.000    1.338    0.084   -0.505    0.012
  -0.295    0.000    1.000   -1.413    0.487   -1.107   -0.692
   0.165    1.000    1.000    1.012   -0.185    0.472   -0.104
   0.104    1.000    1.000   -0.358   -0.228   -0.469   -0.482
   0.072    1.000    1.000    0.671   -0.328    0.510    0.467
  -0.718    1.000    1.000   -3.167   -0.714   -0.629    1.899
   0.123    0.000    1.000   -1.254    0.960    0.913   -0.435
   0.176    1.000    1.000   -0.776    1.178   -1.500   -0.721
  -0.386    1.000    1.000   -0.422   -0.693    0.416    0.750
   0.157    0.000    1.000    0.473    0.650   -0.007   -0.603
  -0.278    1.000    1.000   -2.050    0.296    0.904    0.474
  -0.169    0.000    1.000   -0.669    0.043    0.073    1.256
  -0.005    1.000    1.000   -1.230   -0.324    0.173    1.470
  -0.069    1.000    1.000    0.352   -1.187   -0.968   -0.598
   0.010    0.000    1.000   -0.490    0.528    0.066    0.032
  -0.354    0.000    1.000    1.721   -1.568   -0.099   -0.557
  -0.075    1.000    1.000   -1.113   -0.065    1.409   -0.228
   0.003    0.000    1.000    0.081   -0.049    1.716   -1.107
   0.067    0.000    1.000    0.721   -0.273   -2.497    0.541
   0.465    1.000    1.000    0.871    0.610   -0.732    0.150
  -0.623    1.000    1.000   -1.775   -1.185    0.382   -0.930
  -0.367    0.000    1.000   -1.787   -0.152   -1.217    0.605
   0.014    1.000    1.000    0.999   -1.318   -0.786   -0.610
   0.131    1.000    1.000   -0.420    0.635   -1.375   -0.256
   0.060    1.000    1.000   -0.909    0.470    1.357    0.610
  -0.206    0.000    1.000   -0.749    0.568    0.230    1.220
   0.268    1.000    1.000   -0.999    0.475   -0.580   -0.957
  -0.477    1.000    1.000   -0.203   -1.134    0.203    0.965
  -0.175    0.000    1.000   -1.276    0.554   -0.054   -1.529
  -0.073    0.000    1.000   -0.691    0.376   -1.185   -0.179
   0.733    1.000    1.000   -0.128    2.158    0.330    2.461
   0.081    1.000    1.000    0.014   -0.382    0.717   -0.502
   0.011    1.000    1.000    0.159   -0.294    0.887   -0.958
   0.318    0.000    1.000    0.124    1.182   -0.568   -0.670
  -0.392    0.000    1.000    0.203   -0.735   -0.278   -1.017
   0.507    1.000    1.000    1.085    1.191   -0.350    0.127
  -0.307    0.000    1.000   -0.364   -0.203   -2.317   -0.396
  -0.540    0.000    1.000    0.686   -1.758    2.147    0.223
  -0.080    0.000    1.000    0.711   -0.887   -0.099    0.119
  -0.381    1.000    1.000   -0.757   -0.680   -1.365    0.366
  -0.310    0.000    1.000    0.313   -0.786   -0.542   -0.084
   0.127    1.000    1.000   -0.498    0.255    0.370    2.270
   0.247    1.000    1.000    0.245    0.390    0.649    0.924
  -0.276    0.000    1.000    1.968   -2.092    0.926   -1.807
  -0.726    1.000    1.000   -0.709   -1.925    0.513    1.733
   0.342    1.000    1.000    1.332   -0.392    0.722   -0.851
   0.222    1.000    1.000   -0.064    0.434   -1.519   -1.581
   0.239    1.000    1.000    0.345    0.346    0.221    0.606
   0.062    0.000    1.000   -0.165    0.923   -1.330   -0.981
   0.464    0.000    1.000    1.607    0.738   -0.325    0.437
  -0.253    1.000    1.000   -2.115   -0.000    0.301   -1.032
   0.610    1.000    1.000    0.300    1.451   -0.476   -0.472
   0.061    0.000    1.000   -0.178    0.342    0.405   -0.859
  -0.492    0.000    1.000   -2.363    0.241    0.062    0.614
   0.344    1.000    1.000   -0.259    0.979    0.546    1.176
   0.875    1.000    1.000    0.767    2.273   -0.151   -2.667
  -0.278    1.000    1.000   -1.942   -0.337    0.220    0.133
   0.656    1.000    1.000    0.611    1.309   -0.120   -0.462
   0.031    1.000    1.000    0.320   -0.645    1.472    0.015
   0.165    0.000    1.000    0.753    0.284    0.605   -0.428
   0.354    1.000    1.000    0.112    0.452   -0.469    0.367
   0.491    1.000    1.000    1.525    0.152   -0.548    1.435
  -0.081    0.000    1.000   -0.434    0.375    0.387   -1.046
  -0.092    1.000    1.000   -1.118   -0.031    0.504   -0.360
  -0.076    0.000    1.000    2.439   -1.668    0.791   -0.120
   0.518    1.000    1.000    1.656    0.481    1.748   -1.836
   0.161    1.000    1.000   -0.552    0.673   -0.997    1.116
   0.125    0.000    1.000   -0.119    0.691    1.286   -0.015
   0.156    1.000    1.000    0.088   -0.304   -0.654    0.702
   0.656    1.000    1.000    1.189    1.393   -0.699   -0.120
   0.093    1.000    1.000   -0.266   -0.178    0.283    0.328
  -0.091    1.000    1.000   -0.905   -0.089    1.104    0.179
  -0.804    0.000    1.000    0.642   -2.781   -0.018    0.774
   0.137    0.000    1.000    0.346    1.008   -0.019   -0.967
   0.442    1.000    1.000   -0.518    1.203   -0.813    0.244
   1.063    1.000    1.000    1.629    2.556    0.555    1.279
  -0.261    0.000    1.000    0.814   -1.490   -0.085    0.985
   0.598    1.000    1.000    1.058    0.362   -0.230   -0.452
   0.247    0.000    1.000    0.233    0.507   -0.055    0.762
   0.100    1.000    1.000   -0.029   -0.036    2.095   -1.322
   0.528    1.000    1.000    0.324    1.804   -0.168    0.205
  -0.210    0.000    1.000   -1.476    0.571    0.605    0.568
  -0.508    0.000    1.000   -0.411   -0.964    0.306   -0.024
   0.013    0.000    1.000   -0.445    0.350   -1.183   -1.098
  -0.317    1.000    1.000   -0.611   -1.249    1.205    0.319
  -0.034    1.000    1.000    1.067   -0.927    1.073    0.153
  -0.499    0.000    1.000   -1.879   -0.657   -0.639    1.569
  -0.464    0.000    1.000   -1.118   -0.604   -2.253    1.002
  -0.534    1.000    1.000   -0.733   -0.854    1.012    0.172
   0.515    1.000    1.000    1.955   -0.240   -0.740    2.721
   0.452    0.000    1.000    1.346    0.326    0.100    0.796
  -0.537    1.000    1.000   -0.876   -1.425   -0.235   -1.912
   0.637    1.000    1.000    0.181    1.333    0.070    1.019
  -0.531    0.000    1.000   -0.617   -1.187   -0.426    0.504
   0.077    1.000    1.000   -0.633    0.377   -0.015    0.374
  -0.081    1.000    1.000   -0.861   -0.141    0.135   -0.953
   0.491    1.000    1.000    0.307    1.178   -0.841    1.946
  -0.031    1.000    1.000   -1.057   -0.089   -0.761    0.232
   0.002    1.000    1.000    0.674   -1.067   -0.591   -1.329
  -0.046    1.000    1.000    0.221   -0.569   -0.510    0.001
  -0.078    0.000    1.000   -0.156   -0.299    0.524    0.116
  -0.356    1.000    1.000   -1.710   -0.962    0.160   -0.327
  -0.256    1.000    1.000   -0.848   -0.729   -0.867    0.785
   0.430    0.000    1.000    1.097    0.916    2.149   -1.125
   0.315    1.000    1.000   -0.107    0.452    1.201   -1.050
  -0.023    0.000    1.000    1.306   -0.675   -0.467    0.653
  -0.216    0.000    1.000   -0.393    0.251    1.322    1.384
  -0.162    1.000    1.000   -0.929   -0.730    1.699    0.099
   0.628    0.000    1.000    1.548    1.175    0.098   -1.056
  -0.385    1.000    1.000    0.173   -1.594   -0.205   -0.356
   0.356    0.000    1.000    0.160    1.146    0.549   -1.035
   0.161    1.000    1.000    0.433    0.298   -0.972    1.411
  -0.325    1.000    1.000   -1.397   -0.417   -1.341   -0.237
   0.328    0.000    1.000    0.824    0.494    0.255    0.240
   0.134    1.000    1.000    0.659   -0.945   -1.529    0.340
   0.326    1.000    1.000   -0.382    0.538    0.869   -0.637
   0.349    0.000    1.000    1.014    0.351    2.479   -1.952
   0.462    0.000    1.000    1.327    1.132    0.876    0.231
  -0.456    1.000    1.000   -1.103   -0.907   -0.826   -1.377
   0.596    1.000    1.000   -0.367    1.658   -0.314    0.345
  -0.208    1.000    1.000   -0.064   -1.066    0.176    0.808
   0.035    0.000    1.000    0.382   -0.405   -1.156   -0.307
  -0.311    0.000    1.000   -0.199   -0.179   -0.051    0.866
   0.192    1.000    1.000    0.651    0.139   -0.383    1.479
   0.510    1.000    1.000    1.270    0.554   -1.460    1.423
  -0.131    0.000    1.000   -1.484    0.986    1.534    0.736
  -0.071    1.000    1.000    0.235   -0.630    0.220    1.336
  -0.032    1.000    1.000    0.958   -1.210    0.936   -0.657
  -0.149    1.000    1.000   -1.664    0.233   -0.293   -0.172
  -0.047    0.000    1.000   -0.366    0.520    1.507   -1.305
   0.430    0.000    1.000    0.368    1.253   -1.947    0.142
   0.121    1.000    1.000    0.309   -0.211   -0.490    0.723
   0.471    1.000    1.000    1.174    0.375   -0.973   -1.303
  -0.028    1.000    1.000   -0.608   -0.345    0.941   -0.139
   0.204    0.000    1.000   -0.068    1.326    0.430    1.623
   0.230    1.000    1.000    0.802    0.290   -0.065    0.179
